week_key,week_start,week_end,complaint_category,case_count
2023-W46,2023-11-13,2023-11-19,Headache,3
2023-W46,2023-11-13,2023-11-19,Respiratory,4
2023-W46,2023-11-13,2023-11-19,Wound/Injury,0
2023-W47,2023-11-20,2023-11-26,Allergy,0
2023-W47,2023-11-20,2023-11-26,Blood Pressure,0
2023-W47,2023-11-20,2023-11-26,Body Pain,0
2023-W47,2023-11-20,2023-11-26,Dental,0
2023-W47,2023-11-20,2023-11-26,Dizziness,0
2023-W47,2023-11-20,2023-11-26,Dysmenorrhea,0
2023-W47,2023-11-20,2023-11-26,Fever,3
2023-W47,2023-11-20,2023-11-26,Gastrointestinal,2
2023-W47,2023-11-20,2023-11-26,Headache,1
2023-W47,2023-11-20,2023-11-26,Respiratory,4
2023-W47,2023-11-20,2023-11-26,Wound/Injury,1
2023-W48,2023-11-27,2023-12-03,Allergy,1
2023-W48,2023-11-27,2023-12-03,Blood Pressure,0
2023-W48,2023-11-27,2023-12-03,Body Pain,1
2023-W48,2023-11-27,2023-12-03,Dental,0
2023-W48,2023-11-27,2023-12-03,Dizziness,2
2023-W48,2023-11-27,2023-12-03,Dysmenorrhea,1
2023-W48,2023-11-27,2023-12-03,Fever,1
2023-W48,2023-11-27,2023-12-03,Gastrointestinal,0
2023-W48,2023-11-27,2023-12-03,Headache,0
2023-W48,2023-11-27,2023-12-03,Respiratory,3
2023-W48,2023-11-27,2023-12-03,Wound/Injury,0
2023-W49,2023-12-04,2023-12-10,Allergy,0
2023-W49,2023-12-04,2023-12-10,Blood Pressure,0
2023-W49,2023-12-04,2023-12-10,Body Pain,1
2023-W49,2023-12-04,2023-12-10,Dental,3
2023-W49,2023-12-04,2023-12-10,Dizziness,0
2023-W49,2023-12-04,2023-12-10,Dysmenorrhea,1
2023-W49,2023-12-04,2023-12-10,Fever,0
2023-W49,2023-12-04,2023-12-10,Gastrointestinal,2
2023-W49,2023-12-04,2023-12-10,Headache,1
2023-W49,2023-12-04,2023-12-10,Respiratory,6
2023-W49,2023-12-04,2023-12-10,Wound/Injury,3
2023-W50,2023-12-11,2023-12-17,Allergy,1
2023-W50,2023-12-11,2023-12-17,Blood Pressure,2
2023-W50,2023-12-11,2023-12-17,Body Pain,2
2023-W50,2023-12-11,2023-12-17,Dental,0
2023-W50,2023-12-11,2023-12-17,Dizziness,0
2023-W50,2023-12-11,2023-12-17,Dysmenorrhea,2
2023-W50,2023-12-11,2023-12-17,Fever,0
2023-W50,2023-12-11,2023-12-17,Gastrointestinal,2
2023-W50,2023-12-11,2023-12-17,Headache,0
2023-W50,2023-12-11,2023-12-17,Respiratory,5
2023-W50,2023-12-11,2023-12-17,Wound/Injury,0
2023-W51,2023-12-18,2023-12-24,Allergy,0
2023-W51,2023-12-18,2023-12-24,Blood Pressure,0
2023-W51,2023-12-18,2023-12-24,Body Pain,0
2023-W51,2023-12-18,2023-12-24,Dental,0
2023-W51,2023-12-18,2023-12-24,Dizziness,0
2023-W51,2023-12-18,2023-12-24,Dysmenorrhea,0
2023-W51,2023-12-18,2023-12-24,Fever,0
2023-W51,2023-12-18,2023-12-24,Gastrointestinal,0
2023-W51,2023-12-18,2023-12-24,Headache,0
2023-W51,2023-12-18,2023-12-24,Respiratory,0
2023-W51,2023-12-18,2023-12-24,Wound/Injury,0
2023-W52,2023-12-25,2023-12-31,Allergy,0
2023-W52,2023-12-25,2023-12-31,Blood Pressure,0
2023-W52,2023-12-25,2023-12-31,Body Pain,0
2023-W52,2023-12-25,2023-12-31,Dental,0
2023-W52,2023-12-25,2023-12-31,Dizziness,0
2023-W52,2023-12-25,2023-12-31,Dysmenorrhea,0
2023-W52,2023-12-25,2023-12-31,Fever,0
2023-W52,2023-12-25,2023-12-31,Gastrointestinal,0
2023-W52,2023-12-25,2023-12-31,Headache,0
2023-W52,2023-12-25,2023-12-31,Respiratory,0
2023-W52,2023-12-25,2023-12-31,Wound/Injury,0
2024-W01,2024-01-01,2024-01-07,Allergy,0
2024-W01,2024-01-01,2024-01-07,Blood Pressure,0
2024-W01,2024-01-01,2024-01-07,Body Pain,0
2024-W01,2024-01-01,2024-01-07,Dental,0
2024-W01,2024-01-01,2024-01-07,Dizziness,0
2024-W01,2024-01-01,2024-01-07,Dysmenorrhea,0
2024-W01,2024-01-01,2024-01-07,Fever,0
2024-W01,2024-01-01,2024-01-07,Gastrointestinal,0
2024-W01,2024-01-01,2024-01-07,Headache,0
2024-W01,2024-01-01,2024-01-07,Respiratory,0
2024-W01,2024-01-01,2024-01-07,Wound/Injury,0
2024-W02,2024-01-08,2024-01-14,Allergy,0
2024-W02,2024-01-08,2024-01-14,Blood Pressure,0
2024-W02,2024-01-08,2024-01-14,Body Pain,0
2024-W02,2024-01-08,2024-01-14,Dental,0
2024-W02,2024-01-08,2024-01-14,Dizziness,0
2024-W02,2024-01-08,2024-01-14,Dysmenorrhea,0
2024-W02,2024-01-08,2024-01-14,Fever,0
2024-W02,2024-01-08,2024-01-14,Gastrointestinal,1
2024-W02,2024-01-08,2024-01-14,Headache,1
2024-W02,2024-01-08,2024-01-14,Respiratory,0
2024-W02,2024-01-08,2024-01-14,Wound/Injury,0
2024-W03,2024-01-15,2024-01-21,Allergy,0
2024-W03,2024-01-15,2024-01-21,Blood Pressure,0
2024-W03,2024-01-15,2024-01-21,Body Pain,0
2024-W03,2024-01-15,2024-01-21,Dental,0
2024-W03,2024-01-15,2024-01-21,Dizziness,0
2024-W03,2024-01-15,2024-01-21,Dysmenorrhea,0
2024-W03,2024-01-15,2024-01-21,Fever,0
2024-W03,2024-01-15,2024-01-21,Gastrointestinal,0
2024-W03,2024-01-15,2024-01-21,Headache,0
2024-W03,2024-01-15,2024-01-21,Respiratory,0
2024-W03,2024-01-15,2024-01-21,Wound/Injury,0
2024-W04,2024-01-22,2024-01-28,Allergy,0
2024-W04,2024-01-22,2024-01-28,Blood Pressure,1
2024-W04,2024-01-22,2024-01-28,Body Pain,0
2024-W04,2024-01-22,2024-01-28,Dental,0
2024-W04,2024-01-22,2024-01-28,Dizziness,0
2024-W04,2024-01-22,2024-01-28,Dysmenorrhea,0
2024-W04,2024-01-22,2024-01-28,Fever,0
2024-W04,2024-01-22,2024-01-28,Gastrointestinal,0
2024-W04,2024-01-22,2024-01-28,Headache,0
2024-W04,2024-01-22,2024-01-28,Respiratory,2
2024-W04,2024-01-22,2024-01-28,Wound/Injury,0
2024-W05,2024-01-29,2024-02-04,Allergy,0
2024-W05,2024-01-29,2024-02-04,Blood Pressure,0
2024-W05,2024-01-29,2024-02-04,Body Pain,0
2024-W05,2024-01-29,2024-02-04,Dental,0
2024-W05,2024-01-29,2024-02-04,Dizziness,0
2024-W05,2024-01-29,2024-02-04,Dysmenorrhea,0
2024-W05,2024-01-29,2024-02-04,Fever,2
2024-W05,2024-01-29,2024-02-04,Gastrointestinal,0
2024-W05,2024-01-29,2024-02-04,Headache,0
2024-W05,2024-01-29,2024-02-04,Respiratory,2
2024-W05,2024-01-29,2024-02-04,Wound/Injury,0
2024-W06,2024-02-05,2024-02-11,Allergy,0
2024-W06,2024-02-05,2024-02-11,Blood Pressure,0
2024-W06,2024-02-05,2024-02-11,Body Pain,0
2024-W06,2024-02-05,2024-02-11,Dental,0
2024-W06,2024-02-05,2024-02-11,Dizziness,0
2024-W06,2024-02-05,2024-02-11,Dysmenorrhea,0
2024-W06,2024-02-05,2024-02-11,Fever,0
2024-W06,2024-02-05,2024-02-11,Gastrointestinal,0
2024-W06,2024-02-05,2024-02-11,Headache,0
2024-W06,2024-02-05,2024-02-11,Respiratory,0
2024-W06,2024-02-05,2024-02-11,Wound/Injury,0
2024-W07,2024-02-12,2024-02-18,Allergy,0
2024-W07,2024-02-12,2024-02-18,Blood Pressure,0
2024-W07,2024-02-12,2024-02-18,Body Pain,0
2024-W07,2024-02-12,2024-02-18,Dental,0
2024-W07,2024-02-12,2024-02-18,Dizziness,0
2024-W07,2024-02-12,2024-02-18,Dysmenorrhea,0
2024-W07,2024-02-12,2024-02-18,Fever,0
2024-W07,2024-02-12,2024-02-18,Gastrointestinal,0
2024-W07,2024-02-12,2024-02-18,Headache,0
2024-W07,2024-02-12,2024-02-18,Respiratory,0
2024-W07,2024-02-12,2024-02-18,Wound/Injury,0
2024-W08,2024-02-19,2024-02-25,Allergy,0
2024-W08,2024-02-19,2024-02-25,Blood Pressure,0
2024-W08,2024-02-19,2024-02-25,Body Pain,0
2024-W08,2024-02-19,2024-02-25,Dental,0
2024-W08,2024-02-19,2024-02-25,Dizziness,0
2024-W08,2024-02-19,2024-02-25,Dysmenorrhea,0
2024-W08,2024-02-19,2024-02-25,Fever,0
2024-W08,2024-02-19,2024-02-25,Gastrointestinal,0
2024-W08,2024-02-19,2024-02-25,Headache,0
2024-W08,2024-02-19,2024-02-25,Respiratory,0
2024-W08,2024-02-19,2024-02-25,Wound/Injury,0
2024-W09,2024-02-26,2024-03-03,Allergy,0
2024-W09,2024-02-26,2024-03-03,Blood Pressure,0
2024-W09,2024-02-26,2024-03-03,Body Pain,0
2024-W09,2024-02-26,2024-03-03,Dental,0
2024-W09,2024-02-26,2024-03-03,Dizziness,0
2024-W09,2024-02-26,2024-03-03,Dysmenorrhea,0
2024-W09,2024-02-26,2024-03-03,Fever,0
2024-W09,2024-02-26,2024-03-03,Gastrointestinal,0
2024-W09,2024-02-26,2024-03-03,Headache,2
2024-W09,2024-02-26,2024-03-03,Respiratory,0
2024-W09,2024-02-26,2024-03-03,Wound/Injury,0
2024-W10,2024-03-04,2024-03-10,Allergy,0
2024-W10,2024-03-04,2024-03-10,Blood Pressure,0
2024-W10,2024-03-04,2024-03-10,Body Pain,5
2024-W10,2024-03-04,2024-03-10,Dental,3
2024-W10,2024-03-04,2024-03-10,Dizziness,2
2024-W10,2024-03-04,2024-03-10,Dysmenorrhea,0
2024-W10,2024-03-04,2024-03-10,Fever,1
2024-W10,2024-03-04,2024-03-10,Gastrointestinal,2
2024-W10,2024-03-04,2024-03-10,Headache,2
2024-W10,2024-03-04,2024-03-10,Respiratory,1
2024-W10,2024-03-04,2024-03-10,Wound/Injury,0
2024-W11,2024-03-11,2024-03-17,Allergy,4
2024-W11,2024-03-11,2024-03-17,Blood Pressure,1
2024-W11,2024-03-11,2024-03-17,Body Pain,3
2024-W11,2024-03-11,2024-03-17,Dental,1
2024-W11,2024-03-11,2024-03-17,Dizziness,1
2024-W11,2024-03-11,2024-03-17,Dysmenorrhea,2
2024-W11,2024-03-11,2024-03-17,Fever,0
2024-W11,2024-03-11,2024-03-17,Gastrointestinal,3
2024-W11,2024-03-11,2024-03-17,Headache,2
2024-W11,2024-03-11,2024-03-17,Respiratory,1
2024-W11,2024-03-11,2024-03-17,Wound/Injury,1
2024-W12,2024-03-18,2024-03-24,Allergy,0
2024-W12,2024-03-18,2024-03-24,Blood Pressure,0
2024-W12,2024-03-18,2024-03-24,Body Pain,4
2024-W12,2024-03-18,2024-03-24,Dental,0
2024-W12,2024-03-18,2024-03-24,Dizziness,2
2024-W12,2024-03-18,2024-03-24,Dysmenorrhea,0
2024-W12,2024-03-18,2024-03-24,Fever,1
2024-W12,2024-03-18,2024-03-24,Gastrointestinal,2
2024-W12,2024-03-18,2024-03-24,Headache,3
2024-W12,2024-03-18,2024-03-24,Respiratory,3
2024-W12,2024-03-18,2024-03-24,Wound/Injury,1
2024-W13,2024-03-25,2024-03-31,Allergy,2
2024-W13,2024-03-25,2024-03-31,Blood Pressure,1
2024-W13,2024-03-25,2024-03-31,Body Pain,3
2024-W13,2024-03-25,2024-03-31,Dental,0
2024-W13,2024-03-25,2024-03-31,Dizziness,1
2024-W13,2024-03-25,2024-03-31,Dysmenorrhea,1
2024-W13,2024-03-25,2024-03-31,Fever,0
2024-W13,2024-03-25,2024-03-31,Gastrointestinal,1
2024-W13,2024-03-25,2024-03-31,Headache,0
2024-W13,2024-03-25,2024-03-31,Respiratory,2
2024-W13,2024-03-25,2024-03-31,Wound/Injury,0
2024-W14,2024-04-01,2024-04-07,Allergy,0
2024-W14,2024-04-01,2024-04-07,Blood Pressure,0
2024-W14,2024-04-01,2024-04-07,Body Pain,4
2024-W14,2024-04-01,2024-04-07,Dental,1
2024-W14,2024-04-01,2024-04-07,Dizziness,1
2024-W14,2024-04-01,2024-04-07,Dysmenorrhea,0
2024-W14,2024-04-01,2024-04-07,Fever,0
2024-W14,2024-04-01,2024-04-07,Gastrointestinal,2
2024-W14,2024-04-01,2024-04-07,Headache,2
2024-W14,2024-04-01,2024-04-07,Respiratory,1
2024-W14,2024-04-01,2024-04-07,Wound/Injury,1
2024-W15,2024-04-08,2024-04-14,Allergy,0
2024-W15,2024-04-08,2024-04-14,Blood Pressure,0
2024-W15,2024-04-08,2024-04-14,Body Pain,1
2024-W15,2024-04-08,2024-04-14,Dental,1
2024-W15,2024-04-08,2024-04-14,Dizziness,1
2024-W15,2024-04-08,2024-04-14,Dysmenorrhea,0
2024-W15,2024-04-08,2024-04-14,Fever,0
2024-W15,2024-04-08,2024-04-14,Gastrointestinal,2
2024-W15,2024-04-08,2024-04-14,Headache,0
2024-W15,2024-04-08,2024-04-14,Respiratory,2
2024-W15,2024-04-08,2024-04-14,Wound/Injury,0
2024-W16,2024-04-15,2024-04-21,Allergy,1
2024-W16,2024-04-15,2024-04-21,Blood Pressure,0
2024-W16,2024-04-15,2024-04-21,Body Pain,1
2024-W16,2024-04-15,2024-04-21,Dental,2
2024-W16,2024-04-15,2024-04-21,Dizziness,2
2024-W16,2024-04-15,2024-04-21,Dysmenorrhea,0
2024-W16,2024-04-15,2024-04-21,Fever,3
2024-W16,2024-04-15,2024-04-21,Gastrointestinal,1
2024-W16,2024-04-15,2024-04-21,Headache,2
2024-W16,2024-04-15,2024-04-21,Respiratory,2
2024-W16,2024-04-15,2024-04-21,Wound/Injury,0
2024-W17,2024-04-22,2024-04-28,Allergy,1
2024-W17,2024-04-22,2024-04-28,Blood Pressure,1
2024-W17,2024-04-22,2024-04-28,Body Pain,5
2024-W17,2024-04-22,2024-04-28,Dental,1
2024-W17,2024-04-22,2024-04-28,Dizziness,0
2024-W17,2024-04-22,2024-04-28,Dysmenorrhea,0
2024-W17,2024-04-22,2024-04-28,Fever,1
2024-W17,2024-04-22,2024-04-28,Gastrointestinal,2
2024-W17,2024-04-22,2024-04-28,Headache,3
2024-W17,2024-04-22,2024-04-28,Respiratory,4
2024-W17,2024-04-22,2024-04-28,Wound/Injury,0
2024-W18,2024-04-29,2024-05-05,Allergy,0
2024-W18,2024-04-29,2024-05-05,Blood Pressure,0
2024-W18,2024-04-29,2024-05-05,Body Pain,3
2024-W18,2024-04-29,2024-05-05,Dental,0
2024-W18,2024-04-29,2024-05-05,Dizziness,0
2024-W18,2024-04-29,2024-05-05,Dysmenorrhea,1
2024-W18,2024-04-29,2024-05-05,Fever,0
2024-W18,2024-04-29,2024-05-05,Gastrointestinal,1
2024-W18,2024-04-29,2024-05-05,Headache,2
2024-W18,2024-04-29,2024-05-05,Respiratory,3
2024-W18,2024-04-29,2024-05-05,Wound/Injury,1
2024-W19,2024-05-06,2024-05-12,Allergy,1
2024-W19,2024-05-06,2024-05-12,Blood Pressure,1
2024-W19,2024-05-06,2024-05-12,Body Pain,2
2024-W19,2024-05-06,2024-05-12,Dental,2
2024-W19,2024-05-06,2024-05-12,Dizziness,1
2024-W19,2024-05-06,2024-05-12,Dysmenorrhea,0
2024-W19,2024-05-06,2024-05-12,Fever,1
2024-W19,2024-05-06,2024-05-12,Gastrointestinal,3
2024-W19,2024-05-06,2024-05-12,Headache,0
2024-W19,2024-05-06,2024-05-12,Respiratory,2
2024-W19,2024-05-06,2024-05-12,Wound/Injury,0
2024-W20,2024-05-13,2024-05-19,Allergy,0
2024-W20,2024-05-13,2024-05-19,Blood Pressure,1
2024-W20,2024-05-13,2024-05-19,Body Pain,2
2024-W20,2024-05-13,2024-05-19,Dental,0
2024-W20,2024-05-13,2024-05-19,Dizziness,2
2024-W20,2024-05-13,2024-05-19,Dysmenorrhea,0
2024-W20,2024-05-13,2024-05-19,Fever,1
2024-W20,2024-05-13,2024-05-19,Gastrointestinal,1
2024-W20,2024-05-13,2024-05-19,Headache,4
2024-W20,2024-05-13,2024-05-19,Respiratory,1
2024-W20,2024-05-13,2024-05-19,Wound/Injury,1
2024-W21,2024-05-20,2024-05-26,Allergy,0
2024-W21,2024-05-20,2024-05-26,Blood Pressure,0
2024-W21,2024-05-20,2024-05-26,Body Pain,0
2024-W21,2024-05-20,2024-05-26,Dental,0
2024-W21,2024-05-20,2024-05-26,Dizziness,0
2024-W21,2024-05-20,2024-05-26,Dysmenorrhea,0
2024-W21,2024-05-20,2024-05-26,Fever,0
2024-W21,2024-05-20,2024-05-26,Gastrointestinal,0
2024-W21,2024-05-20,2024-05-26,Headache,0
2024-W21,2024-05-20,2024-05-26,Respiratory,0
2024-W21,2024-05-20,2024-05-26,Wound/Injury,0
2024-W22,2024-05-27,2024-06-02,Allergy,0
2024-W22,2024-05-27,2024-06-02,Blood Pressure,0
2024-W22,2024-05-27,2024-06-02,Body Pain,0
2024-W22,2024-05-27,2024-06-02,Dental,0
2024-W22,2024-05-27,2024-06-02,Dizziness,0
2024-W22,2024-05-27,2024-06-02,Dysmenorrhea,0
2024-W22,2024-05-27,2024-06-02,Fever,0
2024-W22,2024-05-27,2024-06-02,Gastrointestinal,0
2024-W22,2024-05-27,2024-06-02,Headache,0
2024-W22,2024-05-27,2024-06-02,Respiratory,0
2024-W22,2024-05-27,2024-06-02,Wound/Injury,0
2024-W23,2024-06-03,2024-06-09,Allergy,3
2024-W23,2024-06-03,2024-06-09,Blood Pressure,0
2024-W23,2024-06-03,2024-06-09,Body Pain,5
2024-W23,2024-06-03,2024-06-09,Dental,6
2024-W23,2024-06-03,2024-06-09,Dizziness,0
2024-W23,2024-06-03,2024-06-09,Dysmenorrhea,0
2024-W23,2024-06-03,2024-06-09,Fever,1
2024-W23,2024-06-03,2024-06-09,Gastrointestinal,3
2024-W23,2024-06-03,2024-06-09,Headache,5
2024-W23,2024-06-03,2024-06-09,Respiratory,3
2024-W23,2024-06-03,2024-06-09,Wound/Injury,0
2024-W24,2024-06-10,2024-06-16,Allergy,0
2024-W24,2024-06-10,2024-06-16,Blood Pressure,0
2024-W24,2024-06-10,2024-06-16,Body Pain,3
2024-W24,2024-06-10,2024-06-16,Dental,0
2024-W24,2024-06-10,2024-06-16,Dizziness,1
2024-W24,2024-06-10,2024-06-16,Dysmenorrhea,0
2024-W24,2024-06-10,2024-06-16,Fever,3
2024-W24,2024-06-10,2024-06-16,Gastrointestinal,4
2024-W24,2024-06-10,2024-06-16,Headache,3
2024-W24,2024-06-10,2024-06-16,Respiratory,3
2024-W24,2024-06-10,2024-06-16,Wound/Injury,0
2024-W25,2024-06-17,2024-06-23,Allergy,0
2024-W25,2024-06-17,2024-06-23,Blood Pressure,0
2024-W25,2024-06-17,2024-06-23,Body Pain,0
2024-W25,2024-06-17,2024-06-23,Dental,0
2024-W25,2024-06-17,2024-06-23,Dizziness,0
2024-W25,2024-06-17,2024-06-23,Dysmenorrhea,0
2024-W25,2024-06-17,2024-06-23,Fever,0
2024-W25,2024-06-17,2024-06-23,Gastrointestinal,0
2024-W25,2024-06-17,2024-06-23,Headache,0
2024-W25,2024-06-17,2024-06-23,Respiratory,0
2024-W25,2024-06-17,2024-06-23,Wound/Injury,0
2024-W26,2024-06-24,2024-06-30,Allergy,8
2024-W26,2024-06-24,2024-06-30,Blood Pressure,1
2024-W26,2024-06-24,2024-06-30,Body Pain,6
2024-W26,2024-06-24,2024-06-30,Dental,8
2024-W26,2024-06-24,2024-06-30,Dizziness,3
2024-W26,2024-06-24,2024-06-30,Dysmenorrhea,6
2024-W26,2024-06-24,2024-06-30,Fever,3
2024-W26,2024-06-24,2024-06-30,Gastrointestinal,7
2024-W26,2024-06-24,2024-06-30,Headache,24
2024-W26,2024-06-24,2024-06-30,Respiratory,22
2024-W26,2024-06-24,2024-06-30,Wound/Injury,8
2024-W27,2024-07-01,2024-07-07,Allergy,0
2024-W27,2024-07-01,2024-07-07,Blood Pressure,0
2024-W27,2024-07-01,2024-07-07,Body Pain,0
2024-W27,2024-07-01,2024-07-07,Dental,0
2024-W27,2024-07-01,2024-07-07,Dizziness,0
2024-W27,2024-07-01,2024-07-07,Dysmenorrhea,0
2024-W27,2024-07-01,2024-07-07,Fever,0
2024-W27,2024-07-01,2024-07-07,Gastrointestinal,0
2024-W27,2024-07-01,2024-07-07,Headache,0
2024-W27,2024-07-01,2024-07-07,Respiratory,0
2024-W27,2024-07-01,2024-07-07,Wound/Injury,0
2024-W28,2024-07-08,2024-07-14,Allergy,0
2024-W28,2024-07-08,2024-07-14,Blood Pressure,1
2024-W28,2024-07-08,2024-07-14,Body Pain,1
2024-W28,2024-07-08,2024-07-14,Dental,0
2024-W28,2024-07-08,2024-07-14,Dizziness,0
2024-W28,2024-07-08,2024-07-14,Dysmenorrhea,0
2024-W28,2024-07-08,2024-07-14,Fever,0
2024-W28,2024-07-08,2024-07-14,Gastrointestinal,0
2024-W28,2024-07-08,2024-07-14,Headache,1
2024-W28,2024-07-08,2024-07-14,Respiratory,0
2024-W28,2024-07-08,2024-07-14,Wound/Injury,0
2024-W29,2024-07-15,2024-07-21,Allergy,1
2024-W29,2024-07-15,2024-07-21,Blood Pressure,0
2024-W29,2024-07-15,2024-07-21,Body Pain,0
2024-W29,2024-07-15,2024-07-21,Dental,1
2024-W29,2024-07-15,2024-07-21,Dizziness,2
2024-W29,2024-07-15,2024-07-21,Dysmenorrhea,0
2024-W29,2024-07-15,2024-07-21,Fever,1
2024-W29,2024-07-15,2024-07-21,Gastrointestinal,1
2024-W29,2024-07-15,2024-07-21,Headache,0
2024-W29,2024-07-15,2024-07-21,Respiratory,1
2024-W29,2024-07-15,2024-07-21,Wound/Injury,1
2024-W30,2024-07-22,2024-07-28,Allergy,0
2024-W30,2024-07-22,2024-07-28,Blood Pressure,0
2024-W30,2024-07-22,2024-07-28,Body Pain,0
2024-W30,2024-07-22,2024-07-28,Dental,0
2024-W30,2024-07-22,2024-07-28,Dizziness,0
2024-W30,2024-07-22,2024-07-28,Dysmenorrhea,0
2024-W30,2024-07-22,2024-07-28,Fever,0
2024-W30,2024-07-22,2024-07-28,Gastrointestinal,0
2024-W30,2024-07-22,2024-07-28,Headache,0
2024-W30,2024-07-22,2024-07-28,Respiratory,0
2024-W30,2024-07-22,2024-07-28,Wound/Injury,0
2024-W31,2024-07-29,2024-08-04,Allergy,0
2024-W31,2024-07-29,2024-08-04,Blood Pressure,0
2024-W31,2024-07-29,2024-08-04,Body Pain,0
2024-W31,2024-07-29,2024-08-04,Dental,0
2024-W31,2024-07-29,2024-08-04,Dizziness,0
2024-W31,2024-07-29,2024-08-04,Dysmenorrhea,0
2024-W31,2024-07-29,2024-08-04,Fever,0
2024-W31,2024-07-29,2024-08-04,Gastrointestinal,0
2024-W31,2024-07-29,2024-08-04,Headache,0
2024-W31,2024-07-29,2024-08-04,Respiratory,0
2024-W31,2024-07-29,2024-08-04,Wound/Injury,0
2024-W32,2024-08-05,2024-08-11,Allergy,0
2024-W32,2024-08-05,2024-08-11,Blood Pressure,1
2024-W32,2024-08-05,2024-08-11,Body Pain,0
2024-W32,2024-08-05,2024-08-11,Dental,0
2024-W32,2024-08-05,2024-08-11,Dizziness,0
2024-W32,2024-08-05,2024-08-11,Dysmenorrhea,0
2024-W32,2024-08-05,2024-08-11,Fever,0
2024-W32,2024-08-05,2024-08-11,Gastrointestinal,1
2024-W32,2024-08-05,2024-08-11,Headache,1
2024-W32,2024-08-05,2024-08-11,Respiratory,1
2024-W32,2024-08-05,2024-08-11,Wound/Injury,0
2024-W33,2024-08-12,2024-08-18,Allergy,0
2024-W33,2024-08-12,2024-08-18,Blood Pressure,2
2024-W33,2024-08-12,2024-08-18,Body Pain,2
2024-W33,2024-08-12,2024-08-18,Dental,3
2024-W33,2024-08-12,2024-08-18,Dizziness,1
2024-W33,2024-08-12,2024-08-18,Dysmenorrhea,1
2024-W33,2024-08-12,2024-08-18,Fever,0
2024-W33,2024-08-12,2024-08-18,Gastrointestinal,3
2024-W33,2024-08-12,2024-08-18,Headache,1
2024-W33,2024-08-12,2024-08-18,Respiratory,7
2024-W33,2024-08-12,2024-08-18,Wound/Injury,3
2024-W34,2024-08-19,2024-08-25,Allergy,1
2024-W34,2024-08-19,2024-08-25,Blood Pressure,0
2024-W34,2024-08-19,2024-08-25,Body Pain,1
2024-W34,2024-08-19,2024-08-25,Dental,1
2024-W34,2024-08-19,2024-08-25,Dizziness,1
2024-W34,2024-08-19,2024-08-25,Dysmenorrhea,0
2024-W34,2024-08-19,2024-08-25,Fever,0
2024-W34,2024-08-19,2024-08-25,Gastrointestinal,0
2024-W34,2024-08-19,2024-08-25,Headache,0
2024-W34,2024-08-19,2024-08-25,Respiratory,2
2024-W34,2024-08-19,2024-08-25,Wound/Injury,0
2024-W35,2024-08-26,2024-09-01,Allergy,0
2024-W35,2024-08-26,2024-09-01,Blood Pressure,0
2024-W35,2024-08-26,2024-09-01,Body Pain,0
2024-W35,2024-08-26,2024-09-01,Dental,0
2024-W35,2024-08-26,2024-09-01,Dizziness,0
2024-W35,2024-08-26,2024-09-01,Dysmenorrhea,0
2024-W35,2024-08-26,2024-09-01,Fever,0
2024-W35,2024-08-26,2024-09-01,Gastrointestinal,0
2024-W35,2024-08-26,2024-09-01,Headache,0
2024-W35,2024-08-26,2024-09-01,Respiratory,4
2024-W35,2024-08-26,2024-09-01,Wound/Injury,1
2024-W36,2024-09-02,2024-09-08,Allergy,2
2024-W36,2024-09-02,2024-09-08,Blood Pressure,2
2024-W36,2024-09-02,2024-09-08,Body Pain,6
2024-W36,2024-09-02,2024-09-08,Dental,7
2024-W36,2024-09-02,2024-09-08,Dizziness,1
2024-W36,2024-09-02,2024-09-08,Dysmenorrhea,3
2024-W36,2024-09-02,2024-09-08,Fever,3
2024-W36,2024-09-02,2024-09-08,Gastrointestinal,7
2024-W36,2024-09-02,2024-09-08,Headache,5
2024-W36,2024-09-02,2024-09-08,Respiratory,8
2024-W36,2024-09-02,2024-09-08,Wound/Injury,2
2024-W37,2024-09-09,2024-09-15,Allergy,0
2024-W37,2024-09-09,2024-09-15,Blood Pressure,4
2024-W37,2024-09-09,2024-09-15,Body Pain,5
2024-W37,2024-09-09,2024-09-15,Dental,1
2024-W37,2024-09-09,2024-09-15,Dizziness,8
2024-W37,2024-09-09,2024-09-15,Dysmenorrhea,1
2024-W37,2024-09-09,2024-09-15,Fever,5
2024-W37,2024-09-09,2024-09-15,Gastrointestinal,7
2024-W37,2024-09-09,2024-09-15,Headache,5
2024-W37,2024-09-09,2024-09-15,Respiratory,11
2024-W37,2024-09-09,2024-09-15,Wound/Injury,2
2024-W38,2024-09-16,2024-09-22,Allergy,3
2024-W38,2024-09-16,2024-09-22,Blood Pressure,6
2024-W38,2024-09-16,2024-09-22,Body Pain,11
2024-W38,2024-09-16,2024-09-22,Dental,6
2024-W38,2024-09-16,2024-09-22,Dizziness,4
2024-W38,2024-09-16,2024-09-22,Dysmenorrhea,2
2024-W38,2024-09-16,2024-09-22,Fever,8
2024-W38,2024-09-16,2024-09-22,Gastrointestinal,10
2024-W38,2024-09-16,2024-09-22,Headache,8
2024-W38,2024-09-16,2024-09-22,Respiratory,24
2024-W38,2024-09-16,2024-09-22,Wound/Injury,5
2024-W39,2024-09-23,2024-09-29,Allergy,2
2024-W39,2024-09-23,2024-09-29,Blood Pressure,0
2024-W39,2024-09-23,2024-09-29,Body Pain,1
2024-W39,2024-09-23,2024-09-29,Dental,1
2024-W39,2024-09-23,2024-09-29,Dizziness,0
